state_x,state_y,action_x,action_y,slack_value,label_safety_critical,obstacle_x,obstacle_y
0.0,0.0,3.74328875541687,5.132382392883301,1.000570819087443e-06,1.0,5.5,5.0
0.3743288815021515,0.513238251209259,3.1313085556030273,4.759217739105225,1.0008844810727169e-06,1.0,5.5,5.0
0.6874597072601318,0.9891600608825684,2.5398075580596924,4.4939351081848145,1.0014343843067763e-06,1.0,5.5,5.0
0.9414404630661011,1.4385535717010498,1.9626933336257935,4.357024669647217,1.0021568641604972e-06,1.0,5.5,5.0
1.1377098560333252,1.8742560148239136,1.3998595476150513,4.380800247192383,1.0031626516138203e-06,1.0,5.5,5.0
1.2776957750320435,2.312335968017578,0.8650730848312378,4.613222122192383,1.0044445843959693e-06,1.0,5.5,5.0
1.3642030954360962,2.773658275604248,0.40204963088035583,5.119887351989746,1.0059250143967802e-06,1.0,5.5,5.0
1.4044080972671509,3.285646915435791,0.1141781136393547,5.976163864135742,1.007588025458972e-06,1.0,5.5,5.0
1.4158259630203247,3.883263349533081,0.20947609841823578,7.228242874145508,1.0091348485730123e-06,1.0,5.5,5.0
1.4367735385894775,4.606087684631348,1.0350394248962402,8.7821044921875,1.0098987104356638e-06,1.0,5.5,5.0
1.5402774810791016,5.484298229217529,2.9926912784576416,10.192643165588379,1.0090269597640145e-06,1.0,5.5,5.0
1.8395466804504395,6.5035624504089355,6.135494232177734,10.507758140563965,1.004799173642823e-06,1.0,5.5,5.0
2.4530961513519287,7.554338455200195,9.528303146362305,8.7003173828125,1.000008069240721e-06,1.0,5.5,5.0
3.405926465988159,8.424369812011719,11.388296127319336,4.8874616622924805,1.0000048860092647e-06,1.0,5.5,5.0
4.544755935668945,8.913116455078125,10.377691268920898,2.0676145553588867,10.805121421813965,0.0,5.5,5.0
5.582525253295898,9.119877815246582,8.403508186340332,1.674285888671875,31.143115997314453,0.0,5.5,5.0
6.422875881195068,9.287306785583496,6.804881572723389,1.3557802438735962,44.65081024169922,0.0,5.5,5.0
7.103363990783691,9.422884941101074,5.510366916656494,1.0978658199310303,53.64708709716797,0.0,5.5,5.0
7.654400825500488,9.532671928405762,4.462111473083496,0.889014720916748,59.65869140625,0.0,5.5,5.0
8.100611686706543,9.621573448181152,3.6132700443267822,0.7198946475982666,63.6917610168457,0.0,5.5,5.0
8.461938858032227,9.693562507629395,2.925905466079712,0.5829474925994873,66.4101333618164,0.0,5.5,5.0
8.754528999328613,9.751856803894043,2.3693015575408936,0.4720522165298462,68.25238037109375,0.0,5.5,5.0
8.991458892822266,9.79906177520752,1.9185818433761597,0.3822524845600128,69.5087661743164,0.0,5.5,5.0
9.183317184448242,9.837286949157715,1.5536035299301147,0.30953532457351685,70.37179565429688,0.0,5.5,5.0
9.338677406311035,9.868240356445312,1.2580565214157104,0.250651478767395,70.96942138671875,0.0,5.5,5.0
9.464483261108398,9.893305778503418,1.018731713294983,0.20296859741210938,71.38700103759766,0.0,5.5,5.0
9.566356658935547,9.913602828979492,0.8249346017837524,0.1643567532300949,71.68162536621094,0.0,5.5,5.0
9.648850440979004,9.930038452148438,0.6680038571357727,0.13309065997600555,71.89165496826172,0.0,5.5,5.0
9.71565055847168,9.943347930908203,0.5409277081489563,0.10777154564857483,72.04302978515625,0.0,5.5,5.0
9.769742965698242,9.95412540435791,0.43802595138549805,0.08726915717124939,72.15332794189453,0.0,5.5,5.0
9.813545227050781,9.962852478027344,0.35469943284988403,0.0706673339009285,72.23460388183594,0.0,5.5,5.0
9.849015235900879,9.969919204711914,0.28722360730171204,0.05722403898835182,72.29513549804688,0.0,5.5,5.0
9.877737998962402,9.975641250610352,0.23258334398269653,0.04633878543972969,72.34070587158203,0.0,5.5,5.0
9.900996208190918,9.98027515411377,0.1883384734392166,0.0375235453248024,72.37532043457031,0.0,5.5,5.0
9.919830322265625,9.984027862548828,0.15250970423221588,0.03038462996482849,72.4018783569336,0.0,5.5,5.0
9.935081481933594,9.987066268920898,0.12349691241979599,0.024604560807347298,72.42240142822266,0.0,5.5,5.0
9.947431564331055,9.989526748657227,0.10000293701887131,0.019923901185393333,72.43838500976562,0.0,5.5,5.0
9.95743179321289,9.9915189743042,0.08097916096448898,0.016134019941091537,72.45091247558594,0.0,5.5,5.0
9.965529441833496,9.993132591247559,0.06557473540306091,0.013064378872513771,72.46076965332031,0.0,5.5,5.0
9.972086906433105,9.994439125061035,0.05310025066137314,0.010578912682831287,72.46857452392578,0.0,5.5,5.0
9.977396965026855,9.99549674987793,0.042998749762773514,0.008566955104470253,72.47477722167969,0.0,5.5,5.0
9.981697082519531,9.996353149414062,0.034818489104509354,0.00693779531866312,72.47972869873047,0.0,5.5,5.0
9.98517894744873,9.99704647064209,0.028194820508360863,0.005618865601718426,72.48368072509766,0.0,5.5,5.0
9.987998008728027,9.997608184814453,0.022832026705145836,0.004550296813249588,72.48684692382812,0.0,5.5,5.0
9.990281105041504,9.998063087463379,0.018488815054297447,0.0036849190946668386,72.4894027709961,0.0,5.5,5.0
9.992130279541016,9.998431205749512,0.014971068128943443,0.0029846346005797386,72.49143981933594,0.0,5.5,5.0
9.993627548217773,9.998729705810547,0.012122763320803642,0.0024167869705706835,72.49308776855469,0.0,5.5,5.0
9.994839668273926,9.998970985412598,0.009816907346248627,0.0019577923230826855,72.49441528320312,0.0,5.5,5.0
9.995820999145508,9.999166488647461,0.007950088009238243,0.001585879479534924,72.4954833984375,0.0,5.5,5.0
9.99661636352539,9.999324798583984,0.006437040399760008,0.0012847207253798842,72.49634552001953,0.0,5.5,5.0
